2024-10-22 11:44:44 INFO  presentation.MainApp - hi hafsa!
2024-10-24 12:13:29 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entityManagerFactory' defined in class path resource [ApplicationContext.xml]: Invocation of init method failed; nested exception is java.lang.IllegalArgumentException: No PersistenceProvider specified in EntityManagerFactory configuration, and chosen PersistenceUnitInfo does not specify a provider class name either
2024-10-25 17:27:12 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-25 17:27:12 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-25 17:27:12 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-25 17:27:13 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-25 17:27:13 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 17:27:13 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-25 17:27:13 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:27:14 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mainMenu' defined in class path resource [applicationContext.xml]: Error setting property values; nested exception is org.springframework.beans.NotWritablePropertyException: Invalid property 'joueurController' of bean class [org.krosmozClash.presentation.menu.MainMenu]: Bean property 'joueurController' is not writable or has an invalid setter method. Does the parameter type of the setter match the return type of the getter?
2024-10-25 17:27:14 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:27:17 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-25 17:27:17 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-25 17:27:17 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-25 17:27:18 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-25 17:27:18 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 17:27:19 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-25 17:27:19 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:27:19 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mainMenu' defined in class path resource [applicationContext.xml]: Error setting property values; nested exception is org.springframework.beans.NotWritablePropertyException: Invalid property 'joueurController' of bean class [org.krosmozClash.presentation.menu.MainMenu]: Bean property 'joueurController' is not writable or has an invalid setter method. Does the parameter type of the setter match the return type of the getter?
2024-10-25 17:27:19 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:28:27 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-25 17:28:27 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-25 17:28:27 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-25 17:28:27 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-25 17:28:28 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 17:28:28 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-25 17:28:28 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:28:28 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'mainMenu' defined in class path resource [applicationContext.xml]: Error setting property values; nested exception is org.springframework.beans.NotWritablePropertyException: Invalid property 'joueurController' of bean class [org.krosmozClash.presentation.menu.MainMenu]: Bean property 'joueurController' is not writable or has an invalid setter method. Does the parameter type of the setter match the return type of the getter?
2024-10-25 17:28:28 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:30:26 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-25 17:30:26 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-25 17:30:26 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-25 17:30:27 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-25 17:30:27 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 17:30:27 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-25 17:30:27 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-25 17:30:28 INFO  org.krosmozClash.MainApp - H2 Console URL: http://192.168.13.222:8082
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - Menu principal:
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - 1. Gestion des joueurs
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - 2. Gestion des équipes
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - 3. Gestion des tournois
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - 4. Gestion des jeux
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quitter
2024-10-25 17:30:28 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:11:00 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:11:01 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:11:01 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:11:03 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:11:04 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:11:06 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:11:06 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:11:07 INFO  org.krosmozClash.MainApp - H2 Console URL: http://192.168.1.14:8082
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - Menu principal:
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - 1. Gestion des joueurs
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - 2. Gestion des équipes
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - 3. Gestion des tournois
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - 4. Gestion des jeux
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quitter
2024-10-26 21:11:07 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:11:31 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:11:31 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:11:32 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:11:34 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:11:35 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:11:37 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:11:37 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:11:37 INFO  org.krosmozClash.MainApp - H2 Console URL: http://192.168.1.14:8082
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - Menu principal:
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - 1. Gestion des joueurs
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - 2. Gestion des équipes
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - 3. Gestion des tournois
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - 4. Gestion des jeux
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quitter
2024-10-26 21:11:37 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - Menu Joueur:
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 1. Inscrire un joueur
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier un joueur
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer un joueur
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher un joueur
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher tous les joueurs
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 6. Afficher les joueurs d'une équipe
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:15:34 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:15:46 INFO  org.krosmozClash.util.ConsoleLogger - Entrez le pseudo du joueur:
2024-10-26 21:15:49 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'âge du joueur:
2024-10-26 21:15:52 INFO  o.k.controller.JoueurController - Tentative d'inscription d'un nouveau joueur: HAFSA
2024-10-26 21:15:52 INFO  o.k.service.impl.JoueurServiceImpl - Inscription d'un nouveau joueur
2024-10-26 21:15:52 INFO  o.k.dao.impl.JoueurDaoImpl - Joueur inscrit avec l'ID: 1
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - Joueur inscrit avec succès. ID: 1
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - Menu Joueur:
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 1. Inscrire un joueur
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier un joueur
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer un joueur
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher un joueur
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher tous les joueurs
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 6. Afficher les joueurs d'une équipe
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:15:52 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:15:59 INFO  o.k.controller.JoueurController - Tentative d'obtention de tous les joueurs
2024-10-26 21:15:59 INFO  o.k.service.impl.JoueurServiceImpl - Récupération de tous les joueurs
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - Liste de tous les joueurs:
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - ID: 1, Pseudo: HAFSA, Âge: 24
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - Menu Joueur:
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 1. Inscrire un joueur
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier un joueur
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer un joueur
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher un joueur
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher tous les joueurs
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 6. Afficher les joueurs d'une équipe
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:15:59 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - Menu principal:
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - 1. Gestion des joueurs
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - 2. Gestion des équipes
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - 3. Gestion des tournois
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - 4. Gestion des jeux
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quitter
2024-10-26 21:16:04 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - Menu Joueur:
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 1. Inscrire un joueur
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier un joueur
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer un joueur
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher un joueur
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher tous les joueurs
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 6. Afficher les joueurs d'une équipe
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:16:10 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:12 INFO  org.krosmozClash.util.ConsoleLogger - Entrez le pseudo du joueur:
2024-10-26 21:16:15 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'âge du joueur:
2024-10-26 21:16:22 INFO  o.k.controller.JoueurController - Tentative d'inscription d'un nouveau joueur: IHSSAN
2024-10-26 21:16:22 INFO  o.k.service.impl.JoueurServiceImpl - Inscription d'un nouveau joueur
2024-10-26 21:16:22 INFO  o.k.dao.impl.JoueurDaoImpl - Joueur inscrit avec l'ID: 2
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - Joueur inscrit avec succès. ID: 2
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - Menu Joueur:
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 1. Inscrire un joueur
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier un joueur
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer un joueur
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher un joueur
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher tous les joueurs
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 6. Afficher les joueurs d'une équipe
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:16:22 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:24 INFO  org.krosmozClash.util.ConsoleLogger - Entrez le pseudo du joueur:
2024-10-26 21:16:27 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'âge du joueur:
2024-10-26 21:16:28 INFO  o.k.controller.JoueurController - Tentative d'inscription d'un nouveau joueur: MARYAM
2024-10-26 21:16:28 INFO  o.k.service.impl.JoueurServiceImpl - Inscription d'un nouveau joueur
2024-10-26 21:16:28 INFO  o.k.dao.impl.JoueurDaoImpl - Joueur inscrit avec l'ID: 3
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - Joueur inscrit avec succès. ID: 3
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - Menu Joueur:
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 1. Inscrire un joueur
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier un joueur
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer un joueur
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher un joueur
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher tous les joueurs
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 6. Afficher les joueurs d'une équipe
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:16:28 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - Menu principal:
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - 1. Gestion des joueurs
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - 2. Gestion des équipes
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - 3. Gestion des tournois
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - 4. Gestion des jeux
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quitter
2024-10-26 21:16:39 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:16:46 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:16:51 INFO  org.krosmozClash.util.ConsoleLogger - Création d'une nouvelle équipe
2024-10-26 21:16:51 INFO  org.krosmozClash.util.ConsoleLogger - Entrez le nom de l'équipe:
2024-10-26 21:16:57 INFO  o.k.controller.EquipeController - Tentative de création d'une nouvelle équipe: MILA
2024-10-26 21:16:57 INFO  o.k.service.impl.EquipeServiceImpl - Création d'une nouvelle équipe
2024-10-26 21:16:57 INFO  o.k.dao.impl.EquipeDaoImpl - Equipe créée avec l'ID: 1
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - Équipe créée avec succès. ID: 1
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:16:57 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:17:08 INFO  org.krosmozClash.util.ConsoleLogger - Ajout d'un joueur à une équipe
2024-10-26 21:17:08 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'ID de l'équipe:
2024-10-26 21:17:12 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'ID du joueur à ajouter:
2024-10-26 21:17:14 INFO  o.k.controller.EquipeController - Tentative d'ajout du joueur 1 à l'équipe 1
2024-10-26 21:17:14 INFO  o.k.service.impl.EquipeServiceImpl - Ajout du joueur 1 à l'équipe 1
2024-10-26 21:17:14 INFO  o.k.dao.impl.EquipeDaoImpl - Equipe modifiée avec l'ID: 1
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - Joueur ajouté à l'équipe avec succès (si les deux existent).
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
